"Site4","Date","Source","Max Temp","Min Temp","Avg Temp","HDDs","CDDs","Precipitation Water Equiv","Snowfall","Snow/Ice Depth"
"KLAX",7/13/1965 0:00:00,"NCDC-EstDew-EstWind",70,61,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",7/14/1965 0:00:00,"NCDC-EstDew-EstWind",71,60,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",7/15/1965 0:00:00,"NCDC-EstDew-EstWind",69,60,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",7/16/1965 0:00:00,"NCDC-EstDew-EstWind",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/17/1965 0:00:00,"NCDC-EstDew-EstWind",73,61,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",7/18/1965 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/19/1965 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/20/1965 0:00:00,"NCDC-EstDew-EstWind",70,60,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",7/21/1965 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/22/1965 0:00:00,"NCDC-EstDew-EstWind",73,60,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",7/23/1965 0:00:00,"NCDC-EstDew-EstWind",70,60,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",7/24/1965 0:00:00,"NCDC-EstDew-EstWind",74,61,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",7/25/1965 0:00:00,"NCDC-EstDew-EstWind",66,61,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",7/26/1965 0:00:00,"NCDC-EstDew-EstWind",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/27/1965 0:00:00,"NCDC-EstDew-EstWind",74,57,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",7/28/1965 0:00:00,"NCDC-EstDew-EstWind",74,58,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/29/1965 0:00:00,"NCDC-EstDew-EstWind",80,64,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",7/30/1965 0:00:00,"NCDC-EstDew-EstWind",87,64,75.50,0.00,10.50,0.00,0.00,0.00
"KLAX",7/31/1965 0:00:00,"NCDC-EstDew-EstWind",70,60,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/1/1965 0:00:00,"NCDC-EstDew-EstWind",71,59,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/2/1965 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",8/3/1965 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",8/4/1965 0:00:00,"NCDC-EstDew-EstWind",74,62,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",8/5/1965 0:00:00,"NCDC-EstDew-EstWind",72,61,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",8/6/1965 0:00:00,"NCDC-EstDew-EstWind",72,61,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",8/7/1965 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",8/8/1965 0:00:00,"NCDC-EstDew-EstWind",84,64,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",8/9/1965 0:00:00,"NCDC-EstDew-EstWind",84,66,75.00,0.00,10.00,0.00,0.00,0.00
"KLAX",8/10/1965 0:00:00,"NCDC-EstDew-EstWind",89,70,79.50,0.00,14.50,0.00,0.00,0.00
"KLAX",8/11/1965 0:00:00,"NCDC-EstDew-EstWind",87,71,79.00,0.00,14.00,0.12,0.00,0.00
"KLAX",8/12/1965 0:00:00,"NCDC-EstDew-EstWind",85,72,78.50,0.00,13.50,0.00,0.00,0.00
"KLAX",8/13/1965 0:00:00,"NCDC-EstDew-EstWind",88,72,80.00,0.00,15.00,0.00,0.00,0.00
"KLAX",8/14/1965 0:00:00,"NCDC-EstDew-EstWind",85,70,77.50,0.00,12.50,0.00,0.00,0.00
"KLAX",8/15/1965 0:00:00,"NCDC-EstDew-EstWind",83,70,76.50,0.00,11.50,0.00,0.00,0.00
"KLAX",8/16/1965 0:00:00,"NCDC-EstDew-EstWind",79,67,73.00,0.00,8.00,0.00,0.00,0.00
"KLAX",8/17/1965 0:00:00,"NCDC-EstDew-EstWind",79,68,73.50,0.00,8.50,0.00,0.00,0.00
"KLAX",8/18/1965 0:00:00,"NCDC-EstDew-EstWind",76,68,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",8/19/1965 0:00:00,"NCDC-EstDew-EstWind",75,67,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/20/1965 0:00:00,"NCDC-EstDew-EstWind",77,67,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",8/21/1965 0:00:00,"NCDC-EstDew-EstWind",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/22/1965 0:00:00,"NCDC-EstDew-EstWind",77,66,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",8/23/1965 0:00:00,"NCDC-EstDew-EstWind",77,65,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/24/1965 0:00:00,"NCDC-EstDew-EstWind",75,64,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",8/25/1965 0:00:00,"NCDC-EstDew-EstWind",79,62,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",8/26/1965 0:00:00,"NCDC-EstDew-EstWind",79,64,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",8/27/1965 0:00:00,"NCDC-EstDew-EstWind",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",8/28/1965 0:00:00,"NCDC-EstDew-EstWind",76,64,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",8/29/1965 0:00:00,"NCDC-EstDew-EstWind",76,63,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",8/30/1965 0:00:00,"NCDC-EstDew-EstWind",74,63,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",8/31/1965 0:00:00,"NCDC-EstDew-EstWind",74,63,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",9/1/1965 0:00:00,"NCDC-EstDew-EstWind",74,61,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",9/2/1965 0:00:00,"NCDC-EstDew-EstWind",77,61,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",9/3/1965 0:00:00,"NCDC-EstDew-EstWind",75,64,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",9/4/1965 0:00:00,"NCDC-EstDew-EstWind",76,64,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",9/5/1965 0:00:00,"NCDC-EstDew-EstWind",72,64,68.00,0.00,3.00,0.02,0.00,0.00
"KLAX",9/6/1965 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.02,0.00,0.00
"KLAX",9/7/1965 0:00:00,"NCDC-EstDew-EstWind",74,63,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",9/8/1965 0:00:00,"NCDC-EstDew-EstWind",74,57,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",9/9/1965 0:00:00,"NCDC-EstDew-EstWind",75,62,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",9/10/1965 0:00:00,"NCDC-EstDew-EstWind",73,61,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/11/1965 0:00:00,"NCDC-EstDew-EstWind",74,59,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",9/12/1965 0:00:00,"NCDC-EstDew-EstWind",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",9/13/1965 0:00:00,"NCDC-EstDew-EstWind",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",9/14/1965 0:00:00,"NCDC-EstDew-EstWind",76,62,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",9/15/1965 0:00:00,"NCDC-EstDew-EstWind",73,61,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/16/1965 0:00:00,"NCDC-EstDew-EstWind",71,64,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",9/17/1965 0:00:00,"NCDC-EstDew-EstWind",76,63,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",9/18/1965 0:00:00,"NCDC-EstDew-EstWind",74,60,67.00,0.00,2.00,0.07,0.00,0.00
"KLAX",9/19/1965 0:00:00,"NCDC-EstDew-EstWind",77,62,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",9/20/1965 0:00:00,"NCDC-EstDew-EstWind",77,57,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/21/1965 0:00:00,"NCDC-EstDew-EstWind",87,60,73.50,0.00,8.50,0.00,0.00,0.00
"KLAX",9/22/1965 0:00:00,"NCDC-EstDew-EstWind",82,60,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",9/23/1965 0:00:00,"NCDC-EstDew-EstWind",74,60,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/24/1965 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",9/25/1965 0:00:00,"NCDC-EstDew-EstWind",73,64,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",9/26/1965 0:00:00,"NCDC-EstDew-EstWind",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",9/27/1965 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/28/1965 0:00:00,"NCDC-EstDew-EstWind",70,58,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",9/29/1965 0:00:00,"NCDC-EstDew-EstWind",79,56,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",9/30/1965 0:00:00,"NCDC-EstDew-EstWind",87,55,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",10/1/1965 0:00:00,"NCDC-EstDew-EstWind",95,62,78.50,0.00,13.50,0.00,0.00,0.00
"KLAX",10/2/1965 0:00:00,"NCDC-EstDew-EstWind",91,63,77.00,0.00,12.00,0.00,0.00,0.00
"KLAX",10/3/1965 0:00:00,"NCDC-EstDew-EstWind",81,57,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",10/4/1965 0:00:00,"NCDC-EstDew-EstWind",70,58,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",10/5/1965 0:00:00,"NCDC-EstDew-EstWind",74,56,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",10/6/1965 0:00:00,"NCDC-EstDew-EstWind",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",10/7/1965 0:00:00,"NCDC-EstDew-EstWind",70,61,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",10/8/1965 0:00:00,"NCDC-EstDew-EstWind",67,62,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",10/9/1965 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",10/10/1965 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",10/11/1965 0:00:00,"NCDC-EstDew-EstWind",74,57,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",10/12/1965 0:00:00,"NCDC-EstDew-EstWind",69,58,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",10/13/1965 0:00:00,"NCDC-EstDew-EstWind",70,63,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",10/14/1965 0:00:00,"NCDC-EstDew-EstWind",69,62,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",10/15/1965 0:00:00,"NCDC-EstDew-EstWind",70,58,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",10/16/1965 0:00:00,"NCDC-EstDew-EstWind",71,54,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",10/17/1965 0:00:00,"NCDC-EstDew-EstWind",77,50,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",10/18/1965 0:00:00,"NCDC-EstDew-EstWind",74,54,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",10/19/1965 0:00:00,"NCDC-EstDew-EstWind",72,54,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",10/20/1965 0:00:00,"NCDC-EstDew-EstWind",94,56,75.00,0.00,10.00,0.00,0.00,0.00
"KLAX",10/21/1965 0:00:00,"NCDC-EstDew-EstWind",100,62,81.00,0.00,16.00,0.00,0.00,0.00
"KLAX",10/22/1965 0:00:00,"NCDC-EstDew-EstWind",101,70,85.50,0.00,20.50,0.00,0.00,0.00
"KLAX",10/23/1965 0:00:00,"NCDC-EstDew-EstWind",97,67,82.00,0.00,17.00,0.00,0.00,0.00
"KLAX",10/24/1965 0:00:00,"NCDC-EstDew-EstWind",96,65,80.50,0.00,15.50,0.00,0.00,0.00
"KLAX",10/25/1965 0:00:00,"NCDC-EstDew-EstWind",87,60,73.50,0.00,8.50,0.00,0.00,0.00
"KLAX",10/26/1965 0:00:00,"NCDC-EstDew-EstWind",84,59,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",10/27/1965 0:00:00,"NCDC-EstDew-EstWind",80,58,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",10/28/1965 0:00:00,"NCDC-EstDew-EstWind",82,60,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",10/29/1965 0:00:00,"NCDC-EstDew-EstWind",85,59,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",10/30/1965 0:00:00,"NCDC-EstDew-EstWind",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",10/31/1965 0:00:00,"NCDC-EstDew-EstWind",74,56,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",11/1/1965 0:00:00,"NCDC-EstDew-EstWind",73,52,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",11/2/1965 0:00:00,"NCDC-EstDew-EstWind",71,54,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",11/3/1965 0:00:00,"NCDC-EstDew-EstWind",71,53,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",11/4/1965 0:00:00,"NCDC-EstDew-EstWind",74,54,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",11/5/1965 0:00:00,"NCDC-EstDew-EstWind",71,53,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",11/6/1965 0:00:00,"NCDC-EstDew-EstWind",68,56,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",11/7/1965 0:00:00,"NCDC-EstDew-EstWind",67,56,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",11/8/1965 0:00:00,"NCDC-EstDew-EstWind",68,57,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",11/9/1965 0:00:00,"NCDC-EstDew-EstWind",67,55,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",11/10/1965 0:00:00,"NCDC-EstDew-EstWind",68,55,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",11/11/1965 0:00:00,"NCDC-EstDew-EstWind",67,51,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",11/12/1965 0:00:00,"NCDC-EstDew-EstWind",66,53,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",11/13/1965 0:00:00,"NCDC-EstDew-EstWind",65,56,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",11/14/1965 0:00:00,"NCDC-EstDew-EstWind",62,55,58.50,6.50,0.00,1.03,0.00,0.00
"KLAX",11/15/1965 0:00:00,"NCDC-EstDew-EstWind",62,56,59.00,6.00,0.00,0.72,0.00,0.00
"KLAX",11/16/1965 0:00:00,"NCDC-EstDew-EstWind",62,60,61.00,4.00,0.00,1.37,0.00,0.00
"KLAX",11/17/1965 0:00:00,"NCDC-EstDew-EstWind",65,61,63.00,2.00,0.00,0.43,0.00,0.00
"KLAX",11/18/1965 0:00:00,"NCDC-EstDew-EstWind",69,61,65.00,0.00,0.00,0.02,0.00,0.00
"KLAX",11/19/1965 0:00:00,"NCDC-EstDew-EstWind",68,58,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",11/20/1965 0:00:00,"NCDC-EstDew-EstWind",62,54,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",11/21/1965 0:00:00,"NCDC-EstDew-EstWind",66,59,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",11/22/1965 0:00:00,"NCDC-EstDew-EstWind",66,57,61.50,3.50,0.00,2.12,0.00,0.00
"KLAX",11/23/1965 0:00:00,"NCDC-EstDew-EstWind",67,62,64.50,0.50,0.00,0.01,0.00,0.00
"KLAX",11/24/1965 0:00:00,"NCDC-EstDew-EstWind",64,57,60.50,4.50,0.00,0.29,0.00,0.00
"KLAX",11/25/1965 0:00:00,"NCDC-EstDew-EstWind",60,50,55.00,10.00,0.00,0.39,0.00,0.00
"KLAX",11/26/1965 0:00:00,"NCDC-EstDew-EstWind",63,42,52.50,12.50,0.00,0.00,0.00,0.00
"KLAX",11/27/1965 0:00:00,"NCDC-EstDew-EstWind",68,45,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",11/28/1965 0:00:00,"NCDC-EstDew-EstWind",72,47,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",11/29/1965 0:00:00,"NCDC-EstDew-EstWind",70,47,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",11/30/1965 0:00:00,"NCDC-EstDew-EstWind",64,48,56.00,9.00,0.00,0.00,0.00,0.00
"KLAX",12/1/1965 0:00:00,"NCDC-EstDew-EstWind",66,46,56.00,9.00,0.00,0.00,0.00,0.00
"KLAX",12/2/1965 0:00:00,"NCDC-EstDew-EstWind",74,47,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",12/3/1965 0:00:00,"NCDC-EstDew-EstWind",80,51,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",12/4/1965 0:00:00,"NCDC-EstDew-EstWind",83,53,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",12/5/1965 0:00:00,"NCDC-EstDew-EstWind",77,53,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",12/6/1965 0:00:00,"NCDC-EstDew-EstWind",79,52,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",12/7/1965 0:00:00,"NCDC-EstDew-EstWind",76,51,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",12/8/1965 0:00:00,"NCDC-EstDew-EstWind",62,50,56.00,9.00,0.00,0.00,0.00,0.00
"KLAX",12/9/1965 0:00:00,"NCDC-EstDew-EstWind",61,56,58.50,6.50,0.00,0.05,0.00,0.00
"KLAX",12/10/1965 0:00:00,"NCDC-EstDew-EstWind",62,53,57.50,7.50,0.00,0.65,0.00,0.00
"KLAX",12/11/1965 0:00:00,"NCDC-EstDew-EstWind",62,50,56.00,9.00,0.00,0.01,0.00,0.00
"KLAX",12/12/1965 0:00:00,"NCDC-EstDew-EstWind",59,48,53.50,11.50,0.00,0.35,0.00,0.00
"KLAX",12/13/1965 0:00:00,"NCDC-EstDew-EstWind",58,45,51.50,13.50,0.00,0.01,0.00,0.00
"KLAX",12/14/1965 0:00:00,"NCDC-EstDew-EstWind",51,43,47.00,18.00,0.00,0.00,0.00,0.00
"KLAX",12/15/1965 0:00:00,"NCDC-EstDew-EstWind",56,38,47.00,18.00,0.00,0.00,0.00,0.00
"KLAX",12/16/1965 0:00:00,"NCDC-EstDew-EstWind",56,46,51.00,14.00,0.00,0.03,0.00,0.00
"KLAX",12/17/1965 0:00:00,"NCDC-EstDew-EstWind",59,40,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",12/18/1965 0:00:00,"NCDC-EstDew-EstWind",60,40,50.00,15.00,0.00,0.00,0.00,0.00
"KLAX",12/19/1965 0:00:00,"NCDC-EstDew-EstWind",66,44,55.00,10.00,0.00,0.00,0.00,0.00
"KLAX",12/20/1965 0:00:00,"NCDC-EstDew-EstWind",72,41,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",12/21/1965 0:00:00,"NCDC-EstDew-EstWind",61,46,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",12/22/1965 0:00:00,"NCDC-EstDew-EstWind",59,45,52.00,13.00,0.00,0.00,0.00,0.00
"KLAX",12/23/1965 0:00:00,"NCDC-EstDew-EstWind",59,42,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",12/24/1965 0:00:00,"NCDC-EstDew-EstWind",59,40,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",12/25/1965 0:00:00,"NCDC-EstDew-EstWind",60,40,50.00,15.00,0.00,0.00,0.00,0.00
"KLAX",12/26/1965 0:00:00,"NCDC-EstDew-EstWind",61,43,52.00,13.00,0.00,0.00,0.00,0.00
"KLAX",12/27/1965 0:00:00,"NCDC-EstDew-EstWind",64,43,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",12/28/1965 0:00:00,"NCDC-EstDew-EstWind",61,45,53.00,12.00,0.00,0.04,0.00,0.00
"KLAX",12/29/1965 0:00:00,"NCDC-EstDew-EstWind",60,52,56.00,9.00,0.00,1.96,0.00,0.00
"KLAX",12/30/1965 0:00:00,"NCDC-EstDew-EstWind",60,43,51.50,13.50,0.00,0.04,0.00,0.00
"KLAX",12/31/1965 0:00:00,"NCDC-EstDew-EstWind",59,48,53.50,11.50,0.00,0.11,0.00,0.00
"KLAX",1/1/1966 0:00:00,"NCDC-EstDew-EstWind",60,46,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",1/2/1966 0:00:00,"NCDC-EstDew-EstWind",62,41,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",1/3/1966 0:00:00,"NCDC-EstDew-EstWind",61,42,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",1/4/1966 0:00:00,"NCDC-EstDew-EstWind",60,42,51.00,14.00,0.00,0.00,0.00,0.00
"KLAX",1/5/1966 0:00:00,"NCDC-EstDew-EstWind",61,45,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",1/6/1966 0:00:00,"NCDC-EstDew-EstWind",72,44,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",1/7/1966 0:00:00,"NCDC-EstDew-EstWind",81,53,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",1/8/1966 0:00:00,"NCDC-EstDew-EstWind",70,55,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",1/9/1966 0:00:00,"NCDC-EstDew-EstWind",67,52,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",1/10/1966 0:00:00,"NCDC-EstDew-EstWind",56,44,50.00,15.00,0.00,0.00,0.00,0.00
"KLAX",1/11/1966 0:00:00,"NCDC-EstDew-EstWind",59,47,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",1/12/1966 0:00:00,"NCDC-EstDew-EstWind",67,42,54.50,10.50,0.00,0.00,0.00,0.00
"KLAX",1/13/1966 0:00:00,"NCDC-EstDew-EstWind",76,46,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",1/14/1966 0:00:00,"NCDC-EstDew-EstWind",70,46,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",1/15/1966 0:00:00,"NCDC-EstDew-EstWind",72,46,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",1/16/1966 0:00:00,"NCDC-EstDew-EstWind",64,47,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",1/17/1966 0:00:00,"NCDC-EstDew-EstWind",67,43,55.00,10.00,0.00,0.00,0.00,0.00
"KLAX",1/18/1966 0:00:00,"NCDC-EstDew-EstWind",64,43,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",1/19/1966 0:00:00,"NCDC-EstDew-EstWind",54,47,50.50,14.50,0.00,0.11,0.00,0.00
"KLAX",1/20/1966 0:00:00,"NCDC-EstDew-EstWind",61,40,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",1/21/1966 0:00:00,"NCDC-EstDew-EstWind",60,37,48.50,16.50,0.00,0.00,0.00,0.00
"KLAX",1/22/1966 0:00:00,"NCDC-EstDew-EstWind",58,38,48.00,17.00,0.00,0.00,0.00,0.00
"KLAX",1/23/1966 0:00:00,"NCDC-EstDew-EstWind",57,39,48.00,17.00,0.00,0.00,0.00,0.00
"KLAX",1/24/1966 0:00:00,"NCDC-EstDew-EstWind",58,39,48.50,16.50,0.00,0.00,0.00,0.00
"KLAX",1/25/1966 0:00:00,"NCDC-EstDew-EstWind",64,40,52.00,13.00,0.00,0.00,0.00,0.00
"KLAX",1/26/1966 0:00:00,"NCDC-EstDew-EstWind",62,42,52.00,13.00,0.00,0.00,0.00,0.00
"KLAX",1/27/1966 0:00:00,"NCDC-EstDew-EstWind",60,48,54.00,11.00,0.00,0.00,0.00,0.00
"KLAX",1/28/1966 0:00:00,"NCDC-EstDew-EstWind",62,42,52.00,13.00,0.00,0.00,0.00,0.00
"KLAX",1/29/1966 0:00:00,"NCDC-EstDew-EstWind",58,43,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",1/30/1966 0:00:00,"NCDC-EstDew-EstWind",56,45,50.50,14.50,0.00,0.73,0.00,0.00
"KLAX",1/31/1966 0:00:00,"NCDC-EstDew-EstWind",58,40,49.00,16.00,0.00,0.00,0.00,0.00
"KLAX",2/1/1966 0:00:00,"NCDC-EstDew-EstWind",57,44,50.50,14.50,0.00,0.36,0.00,0.00
"KLAX",2/2/1966 0:00:00,"NCDC-EstDew-EstWind",64,47,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",2/3/1966 0:00:00,"NCDC-EstDew-EstWind",68,45,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",2/4/1966 0:00:00,"NCDC-EstDew-EstWind",60,47,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",2/5/1966 0:00:00,"NCDC-EstDew-EstWind",60,47,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",2/6/1966 0:00:00,"NCDC-EstDew-EstWind",56,50,53.00,12.00,0.00,1.02,0.00,0.00
"KLAX",2/7/1966 0:00:00,"NCDC-EstDew-EstWind",56,46,51.00,14.00,0.00,0.02,0.00,0.00
"KLAX",2/8/1966 0:00:00,"NCDC-EstDew-EstWind",60,40,50.00,15.00,0.00,0.00,0.00,0.00
"KLAX",2/9/1966 0:00:00,"NCDC-EstDew-EstWind",58,39,48.50,16.50,0.00,0.00,0.00,0.00
"KLAX",2/10/1966 0:00:00,"NCDC-EstDew-EstWind",59,42,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",2/11/1966 0:00:00,"NCDC-EstDew-EstWind",61,41,51.00,14.00,0.00,0.00,0.00,0.00
"KLAX",2/12/1966 0:00:00,"NCDC-EstDew-EstWind",60,39,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",2/13/1966 0:00:00,"NCDC-EstDew-EstWind",60,38,49.00,16.00,0.00,0.00,0.00,0.00
"KLAX",2/14/1966 0:00:00,"NCDC-EstDew-EstWind",60,39,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",2/15/1966 0:00:00,"NCDC-EstDew-EstWind",62,44,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",2/16/1966 0:00:00,"NCDC-EstDew-EstWind",64,42,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",2/17/1966 0:00:00,"NCDC-EstDew-EstWind",61,41,51.00,14.00,0.00,0.00,0.00,0.00
"KLAX",2/18/1966 0:00:00,"NCDC-EstDew-EstWind",59,42,50.50,14.50,0.00,0.00,0.00,0.00
